DATE,LATITUDE,LONGITUDE,SEA_LVL_PRES,SST_MM,SEA_SURF_TEMP,WAVE_PERIOD,WAVE_HGT
2015-04-17,37.54,130.0,10143.541666666666,9.0,110.75,6.875,2.9166666666666665
2015-04-18,37.54,130.0,10131.5,9.0,112.75,5.541666666666667,1.9166666666666667
2015-04-19,37.54,130.0,10069.416666666666,9.0,112.625,4.916666666666667,2.7916666666666665
2015-04-20,37.54,130.0,10099.708333333334,9.0,111.33333333333333,8.208333333333334,5.25
2015-04-21,37.54,130.0,10140.291666666666,9.0,114.75,6.291666666666667,2.5833333333333335
2015-04-22,37.54,130.0,10176.875,9.0,122.95833333333333,5.541666666666667,1.0
2015-04-23,37.54,130.0,10168.375,9.0,125.875,4.625,1.625
2015-04-24,37.54,130.0,10186.217391304348,9.0,129.58333333333334,4.583333333333333,1.0
2015-04-25,37.54,130.0,10170.333333333334,9.0,132.29166666666666,4.166666666666667,1.4166666666666667
2015-04-26,37.54,130.0,10137.041666666666,9.0,132.75,4.666666666666667,1.2083333333333333
2015-04-27,37.54,130.0,10129.583333333334,9.0,134.875,5.041666666666667,1.6666666666666667
2015-04-28,37.54,130.0,10141.958333333334,9.0,138.83333333333334,4.541666666666667,1.3333333333333333
2015-04-29,37.54,130.0,10148.708333333334,9.0,138.45833333333334,5.666666666666667,1.2083333333333333
2015-04-30,37.54,130.0,10140.291666666666,9.0,137.29166666666666,4.541666666666667,1.0
2015-05-01,37.54,130.0,10126.291666666666,9.0,141.20833333333334,3.875,1.6666666666666667
2015-05-02,37.54,130.0,10100.25,9.0,144.79166666666666,4.5,1.75
2015-05-03,37.54,130.0,10061.5,9.0,149.29166666666666,4.125,1.0
2015-05-04,37.54,130.0,10073.916666666666,9.0,151.375,5.25,1.7083333333333333
2015-05-05,37.54,130.0,10079.458333333334,9.0,153.5,5.0,1.9166666666666667
2015-05-06,37.54,130.0,10103.541666666666,9.0,156.625,5.541666666666667,1.0416666666666667
2015-05-07,37.54,130.0,10114.958333333334,9.0,159.20833333333334,3.875,1.0
2015-05-08,37.54,130.0,10119.166666666666,9.0,155.125,3.6666666666666665,0.9583333333333334
2015-05-09,37.54,130.0,10144.75,9.0,157.41666666666666,4.75,1.875
2015-05-10,37.54,130.0,10208.708333333334,9.0,160.0,5.041666666666667,1.9583333333333333
2015-05-11,37.54,130.0,10080.708333333334,9.0,155.625,5.375,3.875
2015-05-12,37.54,130.0,9980.375,9.0,155.20833333333334,6.666666666666667,3.6666666666666665
2015-05-13,37.54,130.0,10022.875,9.0,154.5,5.666666666666667,3.25
2015-05-14,37.54,130.0,10062.041666666666,9.0,151.5,5.5,2.5416666666666665
2015-05-15,37.54,130.0,10097.416666666666,9.0,150.95833333333334,7.583333333333333,2.875
2015-05-16,37.54,130.0,10082.958333333334,9.0,151.41666666666666,6.25,1.6666666666666667
2015-05-17,37.54,130.0,10083.208333333334,9.0,158.66666666666666,3.75,1.125
2015-05-18,37.54,130.0,10024.166666666666,9.0,152.91666666666666,3.9166666666666665,2.1666666666666665
2015-05-19,37.54,130.0,10038.434782608696,9.0,150.16666666666666,6.5,1.5833333333333333
2015-05-20,37.54,130.0,10078.041666666666,9.0,151.83333333333334,6.666666666666667,1.5416666666666667
2015-05-21,37.54,130.0,10104.875,9.0,158.45833333333334,5.916666666666667,1.25
2015-05-22,37.54,130.0,10091.875,9.0,162.0,4.0,1.0
2015-05-23,37.54,130.0,10078.833333333334,9.0,170.20833333333334,4.333333333333333,1.0
2015-05-24,37.54,130.0,10066.958333333334,9.0,176.33333333333334,3.4166666666666665,0.4166666666666667
2015-05-25,37.54,130.0,10084.166666666666,9.0,163.79166666666666,3.1666666666666665,0.75
2015-05-26,37.54,130.0,10088.208333333334,9.0,170.58333333333334,3.4166666666666665,0.2916666666666667
2015-05-27,37.54,130.0,10108.434782608696,9.0,173.7826086956522,3.782608695652174,1.0434782608695652
2015-05-28,37.54,130.0,10099.0,9.0,174.0,3.75,1.0
2015-05-29,37.54,130.0,10053.458333333334,9.0,178.0,3.75,1.0
2015-05-30,37.54,130.0,10041.0,9.0,174.34782608695653,4.391304347826087,0.43478260869565216
2015-05-31,37.54,130.0,10088.083333333334,9.0,180.5,3.2916666666666665,0.9166666666666666
2015-06-01,37.54,130.0,10081.333333333334,9.0,181.20833333333334,3.5833333333333335,1.0833333333333333
2015-06-02,37.54,130.0,10044.541666666666,9.0,190.125,3.7083333333333335,1.0833333333333333
2015-06-03,37.54,130.0,10068.166666666666,9.0,174.625,5.625,2.0833333333333335
2015-06-04,37.54,130.0,10087.041666666666,9.0,178.54166666666666,7.708333333333333,1.625
2015-06-05,37.54,130.0,10084.458333333334,9.0,169.04166666666666,8.375,2.125
2015-06-06,37.54,130.0,10151.708333333334,9.0,168.41666666666666,9.041666666666666,2.4166666666666665
2015-06-07,37.54,130.0,10124.666666666666,9.0,160.83333333333334,6.333333333333333,2.4583333333333335
2015-06-08,37.54,130.0,10057.833333333334,9.0,160.91666666666666,4.958333333333333,1.5416666666666667
2015-06-09,37.54,130.0,10068.041666666666,9.0,162.83333333333334,5.333333333333333,1.0
2015-06-10,37.54,130.0,10084.941176470587,9.0,193.35294117647058,4.470588235294118,0.5294117647058824
2015-06-11,37.54,130.0,10025.347826086956,9.0,191.0,4.260869565217392,1.2173913043478262
2015-06-12,37.54,130.0,10055.75,9.0,181.625,5.458333333333333,2.25
2015-06-13,37.54,130.0,10069.875,9.0,190.0,6.0,2.0833333333333335
2015-06-14,37.54,130.0,10079.083333333334,9.0,193.08333333333334,5.75,1.0416666666666667
2015-06-15,37.54,130.0,10070.91304347826,9.0,206.91304347826087,4.739130434782608,0.5217391304347826
2015-06-16,37.54,130.0,10062.391304347826,9.0,206.43478260869566,3.782608695652174,0.0
2015-06-17,37.54,130.0,10068.875,9.0,200.66666666666666,3.8333333333333335,0.7916666666666666
2015-06-18,37.54,130.0,10090.208333333334,9.0,197.75,5.0,1.875
2015-06-19,37.54,130.0,10103.875,9.0,192.25,5.916666666666667,2.1666666666666665
2015-06-20,37.54,130.0,10103.217391304348,9.0,199.45833333333334,5.791666666666667,1.3333333333333333
2015-06-21,37.54,130.0,10109.041666666666,9.0,204.83333333333334,4.958333333333333,1.0833333333333333
2015-06-22,37.54,130.0,10100.458333333334,9.0,194.58333333333334,4.0,1.75
2015-06-23,37.54,130.0,10121.708333333334,9.0,202.91666666666666,3.4583333333333335,0.625
2015-06-24,37.54,130.0,10099.875,9.0,207.20833333333334,6.083333333333333,0.9166666666666666
2015-06-25,37.54,130.0,10027.125,9.0,206.75,4.333333333333333,1.0833333333333333
2015-06-26,37.54,130.0,9981.75,9.0,195.54166666666666,7.0,5.416666666666667
2015-06-27,37.54,130.0,10093.125,9.0,189.75,9.5,5.791666666666667
2015-06-28,37.54,130.0,10109.625,9.0,193.04166666666666,10.333333333333334,5.25
2015-06-29,37.54,130.0,10044.25,9.0,194.08333333333334,7.083333333333333,3.2916666666666665
2015-06-30,37.54,130.0,9979.916666666666,9.0,196.5,5.625,1.5416666666666667
2015-07-01,37.54,130.0,9958.166666666666,9.0,200.29166666666666,4.5,1.5416666666666667
2015-07-02,37.54,130.0,10015.130434782608,9.0,203.34782608695653,4.217391304347826,1.3043478260869565
2015-07-03,37.54,130.0,10069.25,9.0,202.75,8.625,1.8333333333333333
2015-07-04,37.54,130.0,10120.25,9.0,207.5,7.083333333333333,1.5416666666666667
2015-07-05,37.54,130.0,10127.478260869566,9.0,216.34782608695653,5.6521739130434785,1.0
2015-07-06,37.54,130.0,10127.304347826086,9.0,222.47826086956522,4.782608695652174,0.4782608695652174
2015-07-07,37.54,130.0,10124.583333333334,9.0,215.875,3.125,1.0
2015-07-08,37.54,130.0,10150.5,9.0,211.04166666666666,5.708333333333333,2.2916666666666665
2015-07-09,37.54,130.0,10171.541666666666,9.0,211.33333333333334,6.958333333333333,1.625
2015-07-10,37.54,130.0,10146.91304347826,9.0,214.29166666666666,4.958333333333333,1.0
2015-07-11,37.54,130.0,10092.708333333334,9.0,214.75,3.7083333333333335,1.2083333333333333
2015-07-12,37.54,130.0,9977.875,9.0,208.91666666666666,5.25,4.166666666666667
2015-07-13,37.54,130.0,9952.875,9.0,188.08333333333334,6.0,3.75
2015-07-14,37.54,130.0,10029.416666666666,9.0,191.54166666666666,4.708333333333333,1.2916666666666667
2015-07-15,37.54,130.0,10096.25,9.0,192.33333333333334,5.916666666666667,2.375
2015-07-16,37.54,130.0,10088.166666666666,9.0,190.45833333333334,7.208333333333333,5.041666666666667
2015-07-17,37.54,130.0,10073.958333333334,9.0,187.875,8.458333333333334,5.041666666666667
2015-07-18,37.54,130.0,10109.75,9.0,192.91666666666666,6.458333333333333,2.4166666666666665
2015-07-19,37.54,130.0,10125.541666666666,9.0,198.95833333333334,5.375,1.2916666666666667
2015-07-20,37.54,130.0,10105.75,9.0,190.875,4.041666666666667,1.0
2015-07-21,37.54,130.0,10082.125,9.0,190.04166666666666,3.75,1.0
2015-07-22,37.54,130.0,10073.25,9.0,213.33333333333334,5.0,0.9166666666666666
2015-07-23,37.54,130.0,10059.375,9.0,222.33333333333334,5.083333333333333,1.5
2015-07-24,37.54,130.0,10043.739130434782,9.0,211.41666666666666,5.791666666666667,2.7916666666666665
2015-07-25,37.54,130.0,10055.25,9.0,211.75,4.916666666666667,2.4583333333333335
2015-07-26,37.54,130.0,10070.0,9.0,217.29166666666666,3.5416666666666665,1.25
2015-07-27,37.54,130.0,10061.708333333334,9.0,230.33333333333334,4.791666666666667,0.875
2015-07-28,37.54,130.0,10059.875,9.0,242.95833333333334,5.208333333333333,0.8333333333333334
2015-07-29,37.54,130.0,10056.25,9.0,234.70833333333334,4.375,0.8333333333333334
2015-07-30,37.54,130.0,10069.91304347826,9.0,235.33333333333334,4.458333333333333,0.9583333333333334
2015-07-31,37.54,130.0,10076.521739130434,9.0,234.17391304347825,4.0,0.9565217391304348
2015-08-01,37.54,130.0,10099.333333333334,9.0,247.20833333333334,4.583333333333333,1.0
2015-08-02,37.54,130.0,10091.583333333334,9.0,236.54166666666666,3.1666666666666665,1.0
2015-08-03,37.54,130.0,10068.291666666666,9.0,231.875,3.4583333333333335,1.0833333333333333
2015-08-04,37.54,130.0,10052.958333333334,9.0,213.625,3.7083333333333335,1.1666666666666667
2015-08-05,37.54,130.0,10083.0,9.0,202.08333333333334,4.5,1.0
2015-08-06,37.54,130.0,10132.08695652174,9.0,213.29166666666666,4.166666666666667,0.20833333333333334
2015-08-07,37.54,130.0,10158.833333333334,9.0,231.54166666666666,3.7083333333333335,0.4583333333333333
2015-08-08,37.54,130.0,10128.5,9.0,246.125,3.625,0.4166666666666667
2015-08-09,37.54,130.0,10086.916666666666,9.0,257.125,4.666666666666667,1.0
2015-08-10,37.54,130.0,10076.791666666666,9.0,270.8333333333333,5.666666666666667,0.625
2015-08-11,37.54,130.0,10063.478260869566,9.0,262.9583333333333,4.208333333333333,0.5416666666666666
2015-08-12,37.54,130.0,10052.375,9.0,252.41666666666666,4.25,0.75
2015-08-13,37.54,130.0,10050.041666666666,9.0,265.25,5.666666666666667,1.0
2015-08-14,37.54,130.0,10066.818181818182,9.0,261.0,5.2727272727272725,1.0
2015-08-15,37.54,130.0,10078.083333333334,9.0,268.2083333333333,5.041666666666667,1.0
2015-08-16,37.54,130.0,10073.5,9.0,262.7916666666667,5.875,1.0416666666666667
2015-08-17,37.54,130.0,10094.291666666666,9.0,257.0416666666667,5.041666666666667,1.875
2015-08-18,37.54,130.0,10142.826086956522,9.0,258.0,7.6521739130434785,3.6956521739130435
2015-08-19,37.54,130.0,10129.65,9.0,255.5,8.1,3.6
2015-08-20,37.54,130.0,10073.833333333334,9.0,258.5,6.958333333333333,1.9583333333333333
2015-08-21,37.54,130.0,10038.333333333334,9.0,259.625,6.0,1.125
2015-08-22,37.54,130.0,10056.5,9.0,258.25,5.958333333333333,1.2916666666666667
2015-08-23,37.54,130.0,10084.869565217392,9.0,260.3478260869565,6.695652173913044,2.3043478260869565
2015-08-24,37.54,130.0,10080.875,9.0,256.125,8.0,5.041666666666667
2015-08-25,37.54,130.0,9985.041666666666,9.0,228.66666666666666,10.041666666666666,11.458333333333334
2015-08-26,37.54,130.0,10046.291666666666,9.0,218.79166666666666,10.708333333333334,8.666666666666666
2015-08-27,37.54,130.0,10058.791666666666,9.0,232.20833333333334,8.333333333333334,2.9166666666666665
2015-08-28,37.54,130.0,10077.727272727272,9.0,237.54545454545453,7.090909090909091,1.0909090909090908
2015-08-29,37.54,130.0,10091.761904761905,9.0,234.8181818181818,5.818181818181818,1.0
2015-08-30,37.54,130.0,10122.75,9.0,240.54166666666666,6.75,1.25
2015-08-31,37.54,130.0,10127.0,9.0,246.16666666666666,5.75,1.0
2015-09-01,37.54,130.0,10115.375,9.0,234.66666666666666,5.833333333333333,2.6666666666666665
2015-09-02,37.54,130.0,10114.521739130434,9.0,232.04166666666666,6.416666666666667,2.3333333333333335
2015-09-03,37.54,130.0,10102.565217391304,9.0,237.43478260869566,5.130434782608695,1.2173913043478262
2015-09-04,37.54,130.0,10131.380952380952,9.0,236.04761904761904,4.809523809523809,1.1428571428571428
2015-09-05,37.54,130.0,10093.130434782608,9.0,226.5,5.291666666666667,2.625
2015-09-06,37.54,130.0,10100.25,9.0,218.70833333333334,6.875,4.041666666666667
2015-09-07,37.54,130.0,10151.166666666666,9.0,215.70833333333334,6.791666666666667,2.875
2015-09-08,37.54,130.0,10173.875,9.0,221.58333333333334,7.041666666666667,3.2916666666666665
2015-09-09,37.54,130.0,10145.416666666666,9.0,220.0,8.625,6.291666666666667
2015-09-10,37.54,130.0,10125.0,9.0,222.08333333333334,10.458333333333334,6.708333333333333
2015-09-11,37.54,130.0,10085.125,9.0,228.5,8.625,4.0
2015-09-12,37.54,130.0,10101.875,9.0,220.20833333333334,6.666666666666667,2.375
2015-09-13,37.54,130.0,10181.583333333334,9.0,219.91666666666666,5.166666666666667,1.0416666666666667
2015-09-14,37.54,130.0,10231.708333333334,9.0,220.25,3.7083333333333335,1.0
2015-09-15,37.54,130.0,10217.565217391304,9.0,220.75,5.0,1.6666666666666667
2015-09-16,37.54,130.0,10187.041666666666,9.0,221.04166666666666,5.0,1.9166666666666667
2015-09-17,37.54,130.0,10180.333333333334,9.0,220.08333333333334,5.666666666666667,2.375
2015-09-18,37.54,130.0,10165.416666666666,9.0,225.45833333333334,6.125,2.375
2015-09-19,37.54,130.0,10130.416666666666,9.0,227.20833333333334,7.291666666666667,2.5
2015-09-20,37.54,130.0,10129.541666666666,9.0,222.41666666666666,6.958333333333333,2.0
2015-09-21,37.54,130.0,10162.75,9.0,223.20833333333334,5.75,1.0
2015-09-22,37.54,130.0,10163.521739130434,9.0,219.43478260869566,3.4347826086956523,1.173913043478261
2015-09-23,37.54,130.0,10109.625,9.0,221.75,4.75,1.2083333333333333
2015-09-24,37.54,130.0,10083.291666666666,9.0,221.83333333333334,5.166666666666667,1.375
2015-09-25,37.54,130.0,10083.375,9.0,225.41666666666666,5.666666666666667,1.6666666666666667
2015-09-26,37.54,130.0,10122.291666666666,9.0,224.04166666666666,5.25,1.0
2015-09-27,37.54,130.0,10156.166666666666,9.0,231.08333333333334,4.291666666666667,1.125
2015-09-28,37.54,130.0,10207.833333333334,9.0,237.25,4.75,1.5833333333333333
2015-09-29,37.54,130.0,10265.958333333334,9.0,235.29166666666666,5.791666666666667,2.4583333333333335
2015-09-30,37.54,130.0,10186.5,9.0,221.08333333333334,4.75,2.0833333333333335
2015-10-01,37.54,130.0,10031.0,9.0,220.5,6.583333333333333,4.958333333333333
2015-10-02,37.54,130.0,10119.583333333334,9.0,222.20833333333334,6.541666666666667,3.25
2015-10-03,37.54,130.0,10182.916666666666,9.0,213.16666666666666,5.375,2.75
2015-10-04,37.54,130.0,10255.291666666666,9.0,208.33333333333334,5.875,1.875
2015-10-05,37.54,130.0,10224.333333333334,9.0,213.0,3.9166666666666665,1.0416666666666667
2015-10-06,37.54,130.0,10198.916666666666,9.0,220.70833333333334,3.0416666666666665,1.1666666666666667
2015-10-07,37.54,130.0,10165.666666666666,9.0,219.75,3.9583333333333335,1.0
2015-10-08,37.54,130.0,10091.25,9.0,215.20833333333334,5.208333333333333,1.2083333333333333
2015-10-09,37.54,130.0,10088.0,9.0,214.33333333333334,8.208333333333334,3.6666666666666665
2015-10-10,37.54,130.0,10081.75,9.0,209.20833333333334,9.166666666666666,3.2083333333333335
2015-10-11,37.54,130.0,10114.304347826086,9.0,214.20833333333334,5.291666666666667,2.875
2015-10-12,37.54,130.0,10155.75,9.0,215.16666666666666,5.583333333333333,2.4166666666666665
2015-10-13,37.54,130.0,10175.375,9.0,205.20833333333334,5.916666666666667,2.2083333333333335
2015-10-14,37.54,130.0,10203.958333333334,9.0,216.25,6.166666666666667,1.9583333333333333
2015-10-15,37.54,130.0,10198.666666666666,9.0,216.875,4.208333333333333,1.0
2015-10-16,37.54,130.0,10202.375,9.0,218.79166666666666,5.291666666666667,1.0
2015-10-17,37.54,130.0,10196.916666666666,9.0,215.66666666666666,3.9583333333333335,1.25
2015-10-18,37.54,130.0,10196.95652173913,9.0,215.08695652173913,5.608695652173913,2.1739130434782608
2015-10-19,37.54,130.0,10151.666666666666,9.0,216.125,5.875,2.625
2015-10-20,37.54,130.0,10182.291666666666,9.0,215.25,6.0,2.6666666666666665
2015-10-21,37.54,130.0,10202.875,9.0,214.54166666666666,5.916666666666667,3.125
2015-10-22,37.54,130.0,10221.916666666666,9.0,209.91666666666666,7.041666666666667,2.7083333333333335
2015-10-23,37.54,130.0,10165.583333333334,9.0,211.83333333333334,4.791666666666667,1.6666666666666667
2015-10-24,37.54,130.0,10194.666666666666,9.0,210.58333333333334,5.375,2.8333333333333335
2015-10-25,37.54,130.0,10260.458333333334,9.0,208.58333333333334,7.958333333333333,3.5
2015-10-26,37.54,130.0,10161.458333333334,9.0,206.29166666666666,7.375,3.4583333333333335
2015-10-27,37.54,130.0,10092.375,9.0,202.33333333333334,6.416666666666667,4.0
2015-10-28,37.54,130.0,10178.0,9.0,201.75,7.0,4.0
2015-10-29,37.54,130.0,10208.652173913044,9.0,196.33333333333334,6.375,3.3333333333333335
2015-10-30,37.54,130.0,10255.083333333334,9.0,193.66666666666666,6.25,2.7916666666666665
2015-10-31,37.54,130.0,10277.95652173913,9.0,200.30434782608697,5.826086956521739,1.9130434782608696
2015-11-01,37.54,130.0,10225.375,9.0,198.45833333333334,4.125,1.3333333333333333
2015-11-02,37.54,130.0,10213.125,9.0,198.41666666666666,3.9583333333333335,1.0416666666666667
2015-11-03,37.54,130.0,10284.42857142857,9.0,196.71428571428572,3.9523809523809526,1.4285714285714286
2015-11-04,37.54,130.0,10249.875,9.0,196.45833333333334,4.416666666666667,2.5416666666666665
2015-11-05,37.54,130.0,10250.458333333334,9.0,193.5,4.0,1.125
2015-11-06,37.54,130.0,10291.055555555555,9.0,186.57894736842104,8.052631578947368,5.631578947368421
2015-11-07,37.54,130.0,10208.869565217392,9.0,188.7391304347826,7.6521739130434785,6.739130434782608
2015-11-08,37.54,130.0,10167.208333333334,9.0,184.70833333333334,8.541666666666666,6.833333333333333
2015-11-09,37.54,130.0,10174.375,9.0,183.16666666666666,8.291666666666666,5.0
2015-11-10,37.54,130.0,10247.25,9.0,183.33333333333334,8.541666666666666,4.875
2015-11-11,37.54,130.0,10304.416666666666,9.0,182.58333333333334,6.583333333333333,4.583333333333333
2015-11-12,37.54,130.0,10307.458333333334,9.0,183.75,6.375,2.625
2015-11-13,37.54,130.0,10184.541666666666,9.0,183.875,6.166666666666667,4.458333333333333
2015-11-14,37.54,130.0,10134.826086956522,9.0,183.3913043478261,6.869565217391305,3.5652173913043477
2015-11-15,37.54,130.0,10196.695652173914,9.0,183.54166666666666,6.416666666666667,2.1666666666666665
2015-11-16,37.54,130.0,10166.166666666666,9.0,181.54166666666666,6.333333333333333,2.875
2015-11-17,37.54,130.0,10212.04347826087,9.0,183.79166666666666,6.25,3.6666666666666665
2015-11-18,37.54,130.0,10236.583333333334,9.0,183.91666666666666,7.75,5.916666666666667
2015-11-19,37.54,130.0,10224.083333333334,9.0,187.16666666666666,6.416666666666667,2.875
2015-11-20,37.54,130.0,10237.0,9.0,192.91666666666666,6.291666666666667,2.375
2015-11-21,37.54,130.0,10268.291666666666,9.0,192.70833333333334,6.833333333333333,3.5416666666666665
2015-11-22,37.54,130.0,10274.958333333334,9.0,177.83333333333334,7.333333333333333,5.375
2015-11-23,37.54,130.0,10225.666666666666,9.0,172.875,7.541666666666667,5.875
2015-11-24,37.54,130.0,10252.25,9.0,176.83333333333334,8.5,7.375
2015-11-25,37.54,130.0,10132.125,9.0,175.20833333333334,7.333333333333333,4.708333333333333
2015-11-26,37.54,130.0,10102.25,9.0,179.0,10.083333333333334,10.25
2015-11-27,37.54,130.0,10213.136363636364,9.0,175.375,11.25,9.583333333333334
2015-11-28,37.54,130.0,10279.458333333334,9.0,169.70833333333334,9.958333333333334,4.458333333333333
2015-11-29,37.54,130.0,10237.826086956522,9.0,172.95833333333334,7.583333333333333,3.375
2015-11-30,37.54,130.0,10233.666666666666,9.0,162.20833333333334,5.583333333333333,2.375
2015-12-01,37.54,130.0,10232.416666666666,9.0,165.70833333333334,5.416666666666667,2.5833333333333335
2015-12-02,37.54,130.0,10104.041666666666,9.0,166.125,5.5,4.083333333333333
2015-12-03,37.54,130.0,10083.5,9.0,160.5,6.083333333333333,5.0
2015-12-04,37.54,130.0,10156.541666666666,9.0,157.375,7.25,5.5
2015-12-05,37.54,130.0,10228.166666666666,9.0,154.875,6.541666666666667,3.3333333333333335
2015-12-06,37.54,130.0,10276.0,9.0,151.79166666666666,6.125,2.0416666666666665
2015-12-07,37.54,130.0,10298.833333333334,9.0,150.625,5.875,2.5
2015-12-08,37.54,130.0,10310.875,9.0,152.625,5.958333333333333,2.25
2015-12-09,37.54,130.0,10271.208333333334,9.0,153.33333333333334,4.666666666666667,1.9166666666666667
2015-12-10,37.54,130.0,10144.08695652174,9.0,149.04347826086956,4.217391304347826,2.6956521739130435
2015-12-11,37.54,130.0,10221.791666666666,9.0,148.95833333333334,9.25,7.958333333333333
2015-12-12,37.54,130.0,10248.173913043478,9.0,152.0,7.958333333333333,4.166666666666667
2015-12-13,37.54,130.0,10239.166666666666,9.0,144.5,7.083333333333333,2.25
2015-12-14,37.54,130.0,10184.708333333334,9.0,146.125,4.791666666666667,1.7083333333333333
2015-12-15,37.54,130.0,10140.869565217392,9.0,152.0,5.217391304347826,2.6956521739130435
2015-12-16,37.54,130.0,10154.375,9.0,153.91666666666666,6.583333333333333,4.166666666666667
2015-12-17,37.54,130.0,10247.583333333334,9.0,149.08333333333334,7.458333333333333,4.041666666666667
2015-12-18,37.54,130.0,10295.041666666666,9.0,141.54166666666666,5.625,2.6666666666666665
2015-12-19,37.54,130.0,10324.869565217392,9.0,141.7391304347826,5.565217391304348,2.1739130434782608
2015-12-20,37.54,130.0,10250.208333333334,9.0,142.125,4.0,2.0416666666666665
2015-12-21,37.54,130.0,10258.25,9.0,143.20833333333334,4.541666666666667,1.0
2015-12-22,37.54,130.0,10267.333333333334,9.0,142.66666666666666,4.666666666666667,1.0
2015-12-23,37.54,130.0,10195.0,9.0,142.20833333333334,4.958333333333333,1.5833333333333333
2015-12-24,37.54,130.0,10161.166666666666,9.0,143.33333333333334,5.583333333333333,2.2916666666666665
2015-12-25,37.54,130.0,10168.041666666666,9.0,139.79166666666666,7.041666666666667,3.875
2015-12-26,37.54,130.0,10186.6,9.0,139.75,5.7,3.7
2015-12-27,37.54,130.0,10274.25,9.0,141.25,6.708333333333333,3.4583333333333335
2015-12-28,37.54,130.0,10279.166666666666,9.0,137.45833333333334,5.708333333333333,2.8333333333333335
2015-12-29,37.54,130.0,10293.416666666666,9.0,135.83333333333334,5.875,2.125
2015-12-30,37.54,130.0,10262.916666666666,9.0,139.79166666666666,5.041666666666667,1.875
2015-12-31,37.54,130.0,10284.666666666666,9.0,138.29166666666666,5.083333333333333,2.375
2016-01-01,37.54,130.0,10243.714285714286,9.0,151.52380952380952,5.0,1.9047619047619047
2016-01-02,37.54,130.0,10189.166666666666,9.0,155.70833333333334,4.375,1.7916666666666667
2016-01-03,37.54,130.0,10172.583333333334,9.0,153.54166666666666,5.041666666666667,1.625
2016-01-04,37.54,130.0,10203.5,9.0,152.20833333333334,5.791666666666667,2.9166666666666665
2016-01-05,37.54,130.0,10228.958333333334,9.0,152.5,5.958333333333333,2.375
2016-01-06,37.54,130.0,10199.291666666666,9.0,158.54166666666666,5.541666666666667,2.2083333333333335
2016-01-07,37.54,130.0,10192.291666666666,9.0,152.58333333333334,6.458333333333333,2.6666666666666665
2016-01-08,37.54,130.0,10194.521739130434,9.0,150.29166666666666,5.833333333333333,2.75
2016-01-09,37.54,130.0,10213.166666666666,9.0,153.08333333333334,5.416666666666667,2.5416666666666665
2016-01-10,37.54,130.0,10230.125,9.0,153.375,6.208333333333333,2.625
2016-01-11,37.54,130.0,10228.695652173914,9.0,155.95652173913044,6.782608695652174,3.4782608695652173
2016-01-12,37.54,130.0,10177.125,9.0,158.75,6.125,2.5833333333333335
2016-01-13,37.54,130.0,10156.833333333334,9.0,155.91666666666666,5.75,3.125
2016-01-14,37.54,130.0,10191.666666666666,9.0,153.91666666666666,5.791666666666667,2.8333333333333335
2016-01-15,37.54,130.0,10214.166666666666,9.0,153.75,5.333333333333333,1.9583333333333333
2016-01-16,37.54,130.0,10223.5,9.0,148.95833333333334,6.083333333333333,1.7916666666666667
2016-01-17,37.54,130.0,10128.458333333334,9.0,147.66666666666666,5.875,2.4166666666666665
2016-01-18,37.54,130.0,10046.285714285714,9.0,144.66666666666666,7.375,6.458333333333333
2016-01-19,37.54,130.0,10146.166666666666,9.0,142.66666666666666,10.125,9.5
2016-01-20,37.54,130.0,10250.541666666666,9.0,147.125,11.583333333333334,8.25
2016-01-21,37.54,130.0,10239.25,9.0,143.33333333333334,9.333333333333334,5.458333333333333
2016-01-22,37.54,130.0,10264.347826086956,9.0,137.95652173913044,7.956521739130435,4.695652173913044
2016-01-23,37.54,130.0,10209.583333333334,9.0,132.95833333333334,7.333333333333333,4.875
2016-01-24,37.54,130.0,10180.625,9.0,127.95833333333333,7.833333333333333,5.875
2016-01-25,37.54,130.0,10230.833333333334,9.0,126.875,7.875,3.6666666666666665
2016-01-26,37.54,130.0,10227.04347826087,9.0,121.91666666666667,6.375,2.7916666666666665
2016-01-27,37.54,130.0,10271.652173913044,9.0,124.04166666666667,5.541666666666667,2.0
2016-01-28,37.54,130.0,10280.458333333334,9.0,124.70833333333333,5.625,1.8333333333333333
2016-01-29,37.54,130.0,10254.454545454546,9.0,114.68181818181819,6.681818181818182,4.818181818181818
2016-01-30,37.54,130.0,10250.041666666666,9.0,116.70833333333333,6.875,3.3333333333333335
2016-01-31,37.54,130.0,10250.826086956522,9.0,105.5,5.833333333333333,3.5833333333333335
2016-02-01,37.54,130.0,10244.09090909091,9.0,86.95833333333333,5.916666666666667,3.5833333333333335
2016-02-02,37.54,130.0,10253.347826086956,9.0,96.52173913043478,5.869565217391305,2.347826086956522
2016-02-03,37.54,130.0,10239.083333333334,9.0,106.66666666666667,5.0,1.625
2016-02-04,37.54,130.0,10208.608695652174,9.0,107.66666666666667,5.458333333333333,2.625
2016-02-05,37.54,130.0,10191.875,9.0,109.875,5.625,2.2916666666666665
2016-02-06,37.54,130.0,10214.916666666666,9.0,109.0,6.041666666666667,3.25
2016-02-07,37.54,130.0,10190.0,9.0,109.5,5.5,1.875
2016-02-08,37.54,130.0,10128.625,9.0,94.45833333333333,4.666666666666667,2.5833333333333335
2016-02-09,37.54,130.0,10209.173913043478,9.0,71.58333333333333,6.291666666666667,3.6666666666666665
